"GO_term"	"GO_offspring"	"Gene"
"43"	"GO:0005840"	"GO:0015935"	"MGL_2944"
"44"	"GO:0003735"	"GO:0003735"	"MGL_0078"
"45"	"GO:0003735"	"GO:0003735"	"MGL_0229"
"46"	"GO:0003735"	"GO:0003735"	"MGL_0379"
"47"	"GO:0003735"	"GO:0003735"	"MGL_0387"
"48"	"GO:0003735"	"GO:0003735"	"MGL_0971"
"49"	"GO:0003735"	"GO:0003735"	"MGL_1202"
"50"	"GO:0003735"	"GO:0003735"	"MGL_1287"
"51"	"GO:0003735"	"GO:0003735"	"MGL_1553"
"52"	"GO:0003735"	"GO:0003735"	"MGL_1554"
"53"	"GO:0003735"	"GO:0003735"	"MGL_1741"
"54"	"GO:0003735"	"GO:0003735"	"MGL_2060"
"55"	"GO:0003735"	"GO:0003735"	"MGL_2242"
"56"	"GO:0003735"	"GO:0003735"	"MGL_2282"
"57"	"GO:0003735"	"GO:0003735"	"MGL_2356"
"58"	"GO:0003735"	"GO:0003735"	"MGL_2572"
"59"	"GO:0003735"	"GO:0003735"	"MGL_2573"
"60"	"GO:0003735"	"GO:0003735"	"MGL_2648"
"61"	"GO:0003735"	"GO:0003735"	"MGL_2758"
"62"	"GO:0003735"	"GO:0003735"	"MGL_2944"
"63"	"GO:0003735"	"GO:0003735"	"MGL_3168"
"64"	"GO:0003735"	"GO:0003735"	"MGL_3169"
"65"	"GO:0003735"	"GO:0003735"	"MGL_3348"
"66"	"GO:0003735"	"GO:0003735"	"MGL_3501"
"67"	"GO:0003735"	"GO:0003735"	"MGL_3557"
"68"	"GO:0003735"	"GO:0003735"	"MGL_4117"
"69"	"GO:0003735"	"GO:0003735"	"MGL_4215"
"70"	"GO:0006412"	"GO:0006412"	"MGL_0078"
"71"	"GO:0006412"	"GO:0006412"	"MGL_0087"
"72"	"GO:0006412"	"GO:0006412"	"MGL_0107"
"73"	"GO:0006412"	"GO:0006412"	"MGL_0229"
"74"	"GO:0006412"	"GO:0006412"	"MGL_0379"
"75"	"GO:0006412"	"GO:0006412"	"MGL_0387"
"76"	"GO:0006412"	"GO:0006412"	"MGL_0971"
"77"	"GO:0006412"	"GO:0006412"	"MGL_1052"
"78"	"GO:0006412"	"GO:0006412"	"MGL_1057"
"79"	"GO:0006412"	"GO:0006412"	"MGL_1116"
"80"	"GO:0006412"	"GO:0006412"	"MGL_1202"
"81"	"GO:0006412"	"GO:0006412"	"MGL_1264"
"82"	"GO:0006412"	"GO:0006412"	"MGL_1287"
"83"	"GO:0006412"	"GO:0006412"	"MGL_1422"
"84"	"GO:0006412"	"GO:0006412"	"MGL_1433"
"85"	"GO:0006412"	"GO:0006412"	"MGL_1553"
"86"	"GO:0006412"	"GO:0006412"	"MGL_1554"
"87"	"GO:0006412"	"GO:0006412"	"MGL_1578"
"88"	"GO:0006412"	"GO:0006412"	"MGL_1741"
"89"	"GO:0006412"	"GO:0006412"	"MGL_2060"
"90"	"GO:0006412"	"GO:0006412"	"MGL_2192"
"91"	"GO:0006412"	"GO:0006412"	"MGL_2242"
"92"	"GO:0006412"	"GO:0006412"	"MGL_2282"
"93"	"GO:0006412"	"GO:0006412"	"MGL_2356"
"94"	"GO:0006412"	"GO:0006412"	"MGL_2492"
"95"	"GO:0006412"	"GO:0006412"	"MGL_2554"
"96"	"GO:0006412"	"GO:0006412"	"MGL_2572"
"97"	"GO:0006412"	"GO:0006412"	"MGL_2573"
"98"	"GO:0006412"	"GO:0006412"	"MGL_2648"
"99"	"GO:0006412"	"GO:0006412"	"MGL_2681"
"100"	"GO:0006412"	"GO:0006412"	"MGL_2758"
"101"	"GO:0006412"	"GO:0006412"	"MGL_2944"
"102"	"GO:0006412"	"GO:0006412"	"MGL_3168"
"103"	"GO:0006412"	"GO:0006412"	"MGL_3169"
"104"	"GO:0006412"	"GO:0006412"	"MGL_3348"
"105"	"GO:0006412"	"GO:0006412"	"MGL_3501"
"106"	"GO:0006412"	"GO:0006412"	"MGL_3557"
"107"	"GO:0006412"	"GO:0006412"	"MGL_4117"
"108"	"GO:0006412"	"GO:0006412"	"MGL_4215"
"109"	"GO:0006412"	"GO:0006413"	"MGL_1052"
"110"	"GO:0006412"	"GO:0006413"	"MGL_2192"
"111"	"GO:0006412"	"GO:0006413"	"MGL_2492"
"112"	"GO:0006412"	"GO:0006413"	"MGL_2554"
"113"	"GO:0006412"	"GO:0006414"	"MGL_0087"
"114"	"GO:0006412"	"GO:0006414"	"MGL_1264"
"115"	"GO:0006412"	"GO:0006414"	"MGL_3557"
"116"	"GO:0006412"	"GO:0006418"	"MGL_1578"
"117"	"GO:0006412"	"GO:0006429"	"MGL_1578"
"118"	"GO:0006091"	"GO:0006091"	"MGL_0092"
"119"	"GO:0006091"	"GO:0006091"	"MGL_0128"
"120"	"GO:0006091"	"GO:0006091"	"MGL_0211"
"121"	"GO:0006091"	"GO:0006091"	"MGL_0394"
"122"	"GO:0006091"	"GO:0006091"	"MGL_0473"
"123"	"GO:0006091"	"GO:0006091"	"MGL_0498"
"124"	"GO:0006091"	"GO:0006091"	"MGL_1562"
"125"	"GO:0006091"	"GO:0006091"	"MGL_1613"
"126"	"GO:0006091"	"GO:0006091"	"MGL_2011"
"127"	"GO:0006091"	"GO:0006091"	"MGL_2032"
"128"	"GO:0006091"	"GO:0006091"	"MGL_2217"
"129"	"GO:0006091"	"GO:0006091"	"MGL_2703"
"130"	"GO:0006091"	"GO:0006091"	"MGL_3123"
"131"	"GO:0006091"	"GO:0006091"	"MGL_3132"
"132"	"GO:0006091"	"GO:0006091"	"MGL_3418"
"133"	"GO:0006091"	"GO:0006091"	"MGL_3419"
"134"	"GO:0006091"	"GO:0006091"	"MGL_3743"
"135"	"GO:0006091"	"GO:0006091"	"MGL_3904"
"136"	"GO:0006091"	"GO:0006091"	"MGL_4016"
"137"	"GO:0006091"	"GO:0006091"	"MGL_4179"
"138"	"GO:0006091"	"GO:0006096"	"MGL_2217"
"139"	"GO:0006091"	"GO:0006096"	"MGL_2703"
"140"	"GO:0006091"	"GO:0006096"	"MGL_4179"
"141"	"GO:0006091"	"GO:0006099"	"MGL_3132"
"142"	"GO:0006091"	"GO:0006120"	"MGL_0211"
"143"	"GO:0005525"	"GO:0005525"	"MGL_0087"
"144"	"GO:0005525"	"GO:0005525"	"MGL_0548"
"145"	"GO:0005525"	"GO:0005525"	"MGL_1056"
"146"	"GO:0005525"	"GO:0005525"	"MGL_1422"
"147"	"GO:0005525"	"GO:0005525"	"MGL_2278"
"148"	"GO:0005525"	"GO:0005525"	"MGL_2678"
"149"	"GO:0005525"	"GO:0005525"	"MGL_3432"
"150"	"GO:0005737"	"GO:0005737"	"MGL_0087"
"151"	"GO:0005737"	"GO:0005737"	"MGL_0150"
"152"	"GO:0005737"	"GO:0005737"	"MGL_0296"
"153"	"GO:0005737"	"GO:0005737"	"MGL_0304"
"154"	"GO:0005737"	"GO:0005737"	"MGL_0351"
"155"	"GO:0005737"	"GO:0005737"	"MGL_0949"
"156"	"GO:0005737"	"GO:0005737"	"MGL_1261"
"157"	"GO:0005737"	"GO:0005737"	"MGL_1264"
"158"	"GO:0005737"	"GO:0005737"	"MGL_1305"
"159"	"GO:0005737"	"GO:0005737"	"MGL_1412"
"160"	"GO:0005737"	"GO:0005737"	"MGL_1433"
"161"	"GO:0005737"	"GO:0005737"	"MGL_1477"
"162"	"GO:0005737"	"GO:0005737"	"MGL_1578"
"163"	"GO:0005737"	"GO:0005737"	"MGL_1745"
"164"	"GO:0005737"	"GO:0005737"	"MGL_2465"
"165"	"GO:0005737"	"GO:0005737"	"MGL_2492"
"166"	"GO:0005737"	"GO:0005737"	"MGL_2577"
"167"	"GO:0005737"	"GO:0005737"	"MGL_2816"
"168"	"GO:0005737"	"GO:0005737"	"MGL_2862"
"169"	"GO:0005737"	"GO:0005737"	"MGL_2947"
"170"	"GO:0005737"	"GO:0005737"	"MGL_3120"
"171"	"GO:0005737"	"GO:0005737"	"MGL_3123"
"172"	"GO:0005737"	"GO:0005737"	"MGL_3694"
"173"	"GO:0005737"	"GO:0005737"	"MGL_4041"
"174"	"GO:0005737"	"GO:0005737"	"MGL_4179"
"175"	"GO:0005737"	"GO:0000221"	"MGL_2032"
"176"	"GO:0005737"	"GO:0005739"	"MGL_0092"
"177"	"GO:0005737"	"GO:0005739"	"MGL_0387"
"178"	"GO:0005737"	"GO:0005739"	"MGL_0394"
"179"	"GO:0005737"	"GO:0005739"	"MGL_0473"
"180"	"GO:0005737"	"GO:0005739"	"MGL_0498"
"181"	"GO:0005737"	"GO:0005739"	"MGL_0723"
"182"	"GO:0005737"	"GO:0005739"	"MGL_1091"
"183"	"GO:0005737"	"GO:0005739"	"MGL_1189"
"184"	"GO:0005737"	"GO:0005739"	"MGL_1562"
"185"	"GO:0005737"	"GO:0005739"	"MGL_1613"
"186"	"GO:0005737"	"GO:0005739"	"MGL_1633"
"187"	"GO:0005737"	"GO:0005739"	"MGL_2011"
"188"	"GO:0005737"	"GO:0005739"	"MGL_2217"
"189"	"GO:0005737"	"GO:0005739"	"MGL_2703"
"190"	"GO:0005737"	"GO:0005739"	"MGL_3132"
"191"	"GO:0005737"	"GO:0005739"	"MGL_3136"
"192"	"GO:0005737"	"GO:0005739"	"MGL_3526"
"193"	"GO:0005737"	"GO:0005739"	"MGL_3727"
"194"	"GO:0005737"	"GO:0005739"	"MGL_3743"
"195"	"GO:0005737"	"GO:0005739"	"MGL_3904"
"196"	"GO:0005737"	"GO:0005773"	"MGL_1412"
"197"	"GO:0005737"	"GO:0005773"	"MGL_2032"
"198"	"GO:0005737"	"GO:0005773"	"MGL_3093"
"199"	"GO:0005737"	"GO:0005773"	"MGL_3136"
"200"	"GO:0005737"	"GO:0005829"	"MGL_0092"
"201"	"GO:0005737"	"GO:0005829"	"MGL_0723"
"202"	"GO:0005737"	"GO:0005829"	"MGL_2217"
"203"	"GO:0005737"	"GO:0005829"	"MGL_3432"
"204"	"GO:0005737"	"GO:0005783"	"MGL_0756"
"205"	"GO:0005737"	"GO:0005783"	"MGL_0977"
"206"	"GO:0005737"	"GO:0005783"	"MGL_1056"
"207"	"GO:0005737"	"GO:0005783"	"MGL_1412"
"208"	"GO:0005737"	"GO:0005783"	"MGL_2278"
"209"	"GO:0005737"	"GO:0005783"	"MGL_2666"
"210"	"GO:0005737"	"GO:0005783"	"MGL_2892"
"211"	"GO:0005737"	"GO:0005777"	"MGL_3418"
"212"	"GO:0005737"	"GO:0005777"	"MGL_3419"
"213"	"GO:0005737"	"GO:0005777"	"MGL_4042"
"214"	"GO:0005737"	"GO:0005840"	"MGL_0078"
"215"	"GO:0005737"	"GO:0005840"	"MGL_0087"
"216"	"GO:0005737"	"GO:0005840"	"MGL_0107"
"217"	"GO:0005737"	"GO:0005840"	"MGL_0229"
"218"	"GO:0005737"	"GO:0005840"	"MGL_0379"
"219"	"GO:0005737"	"GO:0005840"	"MGL_0387"
"220"	"GO:0005737"	"GO:0005840"	"MGL_0429"
"221"	"GO:0005737"	"GO:0005840"	"MGL_0971"
"222"	"GO:0005737"	"GO:0005840"	"MGL_1052"
"223"	"GO:0005737"	"GO:0005840"	"MGL_1057"
"224"	"GO:0005737"	"GO:0005840"	"MGL_1116"
"225"	"GO:0005737"	"GO:0005840"	"MGL_1202"
"226"	"GO:0005737"	"GO:0005840"	"MGL_1264"
"227"	"GO:0005737"	"GO:0005840"	"MGL_1287"
"228"	"GO:0005737"	"GO:0005840"	"MGL_1454"
"229"	"GO:0005737"	"GO:0005840"	"MGL_1553"
"230"	"GO:0005737"	"GO:0005840"	"MGL_1554"
"231"	"GO:0005737"	"GO:0005840"	"MGL_1741"
"232"	"GO:0005737"	"GO:0005840"	"MGL_2060"
"233"	"GO:0005737"	"GO:0005840"	"MGL_2192"
"234"	"GO:0005737"	"GO:0005840"	"MGL_2242"
"235"	"GO:0005737"	"GO:0005840"	"MGL_2282"
"236"	"GO:0005737"	"GO:0005840"	"MGL_2356"
"237"	"GO:0005737"	"GO:0005840"	"MGL_2492"
"238"	"GO:0005737"	"GO:0005840"	"MGL_2554"
"239"	"GO:0005737"	"GO:0005840"	"MGL_2572"
"240"	"GO:0005737"	"GO:0005840"	"MGL_2573"
"241"	"GO:0005737"	"GO:0005840"	"MGL_2648"
"242"	"GO:0005737"	"GO:0005840"	"MGL_2681"
"243"	"GO:0005737"	"GO:0005840"	"MGL_2758"
"244"	"GO:0005737"	"GO:0005840"	"MGL_2944"
"245"	"GO:0005737"	"GO:0005840"	"MGL_3168"
"246"	"GO:0005737"	"GO:0005840"	"MGL_3169"
"247"	"GO:0005737"	"GO:0005840"	"MGL_3348"
"248"	"GO:0005737"	"GO:0005840"	"MGL_3501"
"249"	"GO:0005737"	"GO:0005840"	"MGL_3557"
"250"	"GO:0005737"	"GO:0005840"	"MGL_4117"
"251"	"GO:0005737"	"GO:0005840"	"MGL_4215"
"252"	"GO:0005737"	"GO:0005743"	"MGL_0473"
"253"	"GO:0005737"	"GO:0005743"	"MGL_1633"
"254"	"GO:0005737"	"GO:0005768"	"MGL_3136"
"255"	"GO:0005737"	"GO:0005794"	"MGL_1056"
"256"	"GO:0005737"	"GO:0005794"	"MGL_2278"
"257"	"GO:0005737"	"GO:0005794"	"MGL_2678"
"258"	"GO:0005737"	"GO:0005794"	"MGL_2892"
"259"	"GO:0005737"	"GO:0005794"	"MGL_3136"
"260"	"GO:0005737"	"GO:0005853"	"MGL_1264"
"261"	"GO:0005737"	"GO:0009331"	"MGL_3120"
"262"	"GO:0005737"	"GO:0009536"	"MGL_1633"
"263"	"GO:0005737"	"GO:0009536"	"MGL_1638"
"264"	"GO:0005737"	"GO:0015934"	"MGL_0387"
"265"	"GO:0005737"	"GO:0015934"	"MGL_2572"
"266"	"GO:0005737"	"GO:0015935"	"MGL_1553"
"267"	"GO:0005737"	"GO:0015935"	"MGL_1554"
"268"	"GO:0005737"	"GO:0015935"	"MGL_2944"
"269"	"GO:0005737"	"GO:0016023"	"MGL_1056"
"270"	"GO:0005737"	"GO:0030131"	"MGL_0296"
"271"	"GO:0007264"	"GO:0007264"	"MGL_0548"
"272"	"GO:0007264"	"GO:0007264"	"MGL_1056"
"273"	"GO:0007264"	"GO:0007264"	"MGL_2278"
"274"	"GO:0007264"	"GO:0007264"	"MGL_2678"
"275"	"GO:0016787"	"GO:0016787"	"MGL_0087"
"276"	"GO:0016787"	"GO:0016787"	"MGL_0104"
"277"	"GO:0016787"	"GO:0016787"	"MGL_0346"
"278"	"GO:0016787"	"GO:0016787"	"MGL_0592"
"279"	"GO:0016787"	"GO:0016787"	"MGL_0674"
"280"	"GO:0016787"	"GO:0016787"	"MGL_1056"
"281"	"GO:0016787"	"GO:0016787"	"MGL_1454"
"282"	"GO:0016787"	"GO:0016787"	"MGL_2032"
"283"	"GO:0016787"	"GO:0016787"	"MGL_2278"
"284"	"GO:0016787"	"GO:0016787"	"MGL_2304"
"285"	"GO:0016787"	"GO:0016787"	"MGL_2416"
"286"	"GO:0016787"	"GO:0016787"	"MGL_2556"
"287"	"GO:0016787"	"GO:0016787"	"MGL_2577"
"288"	"GO:0016787"	"GO:0016787"	"MGL_2666"
"289"	"GO:0016787"	"GO:0016787"	"MGL_3019"
"290"	"GO:0016787"	"GO:0016787"	"MGL_3123"
"291"	"GO:0016787"	"GO:0016787"	"MGL_3432"
"292"	"GO:0016787"	"GO:0016787"	"MGL_3934"
"293"	"GO:0016787"	"GO:0046961"	"MGL_0128"
"294"	"GO:0016787"	"GO:0046961"	"MGL_1143"
"295"	"GO:0016787"	"GO:0046961"	"MGL_2032"
"296"	"GO:0016787"	"GO:0046961"	"MGL_3123"
"297"	"GO:0016787"	"GO:0046961"	"MGL_3843"
"298"	"GO:0016787"	"GO:0003924"	"MGL_0087"
"299"	"GO:0016787"	"GO:0003924"	"MGL_0548"
"300"	"GO:0016787"	"GO:0003924"	"MGL_1422"
"301"	"GO:0016787"	"GO:0003924"	"MGL_2278"
"302"	"GO:0016787"	"GO:0003924"	"MGL_3432"
"303"	"GO:0016787"	"GO:0000810"	"MGL_0346"
"304"	"GO:0016787"	"GO:0000810"	"MGL_2577"
"305"	"GO:0016787"	"GO:0003918"	"MGL_2296"
"306"	"GO:0016787"	"GO:0003998"	"MGL_2377"
"307"	"GO:0016787"	"GO:0004003"	"MGL_0346"
"308"	"GO:0016787"	"GO:0042626"	"MGL_1143"
"309"	"GO:0016787"	"GO:0004013"	"MGL_0104"
"310"	"GO:0016787"	"GO:0017111"	"MGL_1454"
"311"	"GO:0016787"	"GO:0017111"	"MGL_2304"
"312"	"GO:0016787"	"GO:0017111"	"MGL_2556"
"313"	"GO:0016787"	"GO:0004177"	"MGL_2816"
"314"	"GO:0016787"	"GO:0008235"	"MGL_0999"
"315"	"GO:0016787"	"GO:0004298"	"MGL_2506"
"316"	"GO:0016787"	"GO:0008233"	"MGL_0999"
"317"	"GO:0016787"	"GO:0008233"	"MGL_1438"
"318"	"GO:0016787"	"GO:0008233"	"MGL_2816"
"319"	"GO:0016787"	"GO:0004308"	"MGL_3851"
"320"	"GO:0016787"	"GO:0004386"	"MGL_2577"
"321"	"GO:0016787"	"GO:0004427"	"MGL_1264"
"322"	"GO:0016787"	"GO:0004518"	"MGL_2180"
"323"	"GO:0016787"	"GO:0004526"	"MGL_2180"
"324"	"GO:0016787"	"GO:0004721"	"MGL_1497"
"325"	"GO:0016787"	"GO:0004721"	"MGL_1603"
"326"	"GO:0016787"	"GO:0004721"	"MGL_1961"
"327"	"GO:0016787"	"GO:0004721"	"MGL_2465"
"328"	"GO:0016787"	"GO:0004723"	"MGL_1497"
"329"	"GO:0016787"	"GO:0004724"	"MGL_1497"
"330"	"GO:0016787"	"GO:0004787"	"MGL_0346"
"331"	"GO:0016787"	"GO:0004787"	"MGL_2577"
"332"	"GO:0016787"	"GO:0008026"	"MGL_0346"
"333"	"GO:0016787"	"GO:0008026"	"MGL_2577"
"334"	"GO:0016787"	"GO:0008413"	"MGL_0346"
"335"	"GO:0016787"	"GO:0008413"	"MGL_2577"
"336"	"GO:0016787"	"GO:0008420"	"MGL_1497"
"337"	"GO:0016787"	"GO:0008553"	"MGL_3123"
"338"	"GO:0016787"	"GO:0016887"	"MGL_1454"
"339"	"GO:0016787"	"GO:0016887"	"MGL_2304"
"340"	"GO:0016787"	"GO:0008758"	"MGL_0346"
"341"	"GO:0016787"	"GO:0008758"	"MGL_2577"
"342"	"GO:0016787"	"GO:0008796"	"MGL_0346"
"343"	"GO:0016787"	"GO:0008796"	"MGL_2577"
"344"	"GO:0016787"	"GO:0008828"	"MGL_0346"
"345"	"GO:0016787"	"GO:0008828"	"MGL_2577"
"346"	"GO:0016787"	"GO:0016462"	"MGL_0346"
"347"	"GO:0016787"	"GO:0016462"	"MGL_2577"
"348"	"GO:0016787"	"GO:0016818"	"MGL_0346"
"349"	"GO:0016787"	"GO:0017018"	"MGL_1497"
"350"	"GO:0016787"	"GO:0019176"	"MGL_0346"
"351"	"GO:0016787"	"GO:0019176"	"MGL_2577"
"352"	"GO:0016787"	"GO:0019177"	"MGL_0346"
"353"	"GO:0016787"	"GO:0019177"	"MGL_2577"
"354"	"GO:0016787"	"GO:0043141"	"MGL_0346"
"355"	"GO:0016787"	"GO:0043141"	"MGL_2577"
"356"	"GO:0016787"	"GO:0047631"	"MGL_2416"
"357"	"GO:0006221"	"GO:0006221"	"MGL_2447"
"358"	"GO:0006221"	"GO:0006221"	"MGL_3450"
"359"	"GO:0006221"	"GO:0006228"	"MGL_0082"
"360"	"GO:0006221"	"GO:0006228"	"MGL_0723"
"361"	"GO:0006221"	"GO:0006241"	"MGL_0082"
"362"	"GO:0006221"	"GO:0006241"	"MGL_0723"
"363"	"GO:0015031"	"GO:0015031"	"MGL_0296"
"364"	"GO:0015031"	"GO:0015031"	"MGL_0351"
"365"	"GO:0015031"	"GO:0015031"	"MGL_0548"
"366"	"GO:0015031"	"GO:0015031"	"MGL_0977"
"367"	"GO:0015031"	"GO:0015031"	"MGL_1056"
"368"	"GO:0015031"	"GO:0015031"	"MGL_1143"
"369"	"GO:0015031"	"GO:0015031"	"MGL_1261"
"370"	"GO:0015031"	"GO:0015031"	"MGL_1633"
"371"	"GO:0015031"	"GO:0015031"	"MGL_1638"
"372"	"GO:0015031"	"GO:0015031"	"MGL_2278"
"373"	"GO:0015031"	"GO:0015031"	"MGL_2577"
"374"	"GO:0015031"	"GO:0015031"	"MGL_2666"
"375"	"GO:0015031"	"GO:0015031"	"MGL_2678"
"376"	"GO:0015031"	"GO:0015031"	"MGL_2892"
"377"	"GO:0015031"	"GO:0006886"	"MGL_0296"
"378"	"GO:0015031"	"GO:0006886"	"MGL_0548"
"379"	"GO:0015031"	"GO:0006886"	"MGL_0977"
"380"	"GO:0015031"	"GO:0006886"	"MGL_1056"
"381"	"GO:0015031"	"GO:0006886"	"MGL_2278"
"382"	"GO:0015031"	"GO:0006886"	"MGL_2678"
"383"	"GO:0015031"	"GO:0009306"	"MGL_1638"
"384"	"GO:0006414"	"GO:0006414"	"MGL_0087"
"385"	"GO:0006414"	"GO:0006414"	"MGL_1264"
"386"	"GO:0006414"	"GO:0006414"	"MGL_3557"
"387"	"GO:0003924"	"GO:0003924"	"MGL_0087"
"388"	"GO:0003924"	"GO:0003924"	"MGL_0548"
"389"	"GO:0003924"	"GO:0003924"	"MGL_1422"
"390"	"GO:0003924"	"GO:0003924"	"MGL_2278"
"391"	"GO:0003924"	"GO:0003924"	"MGL_3432"
"392"	"GO:0005829"	"GO:0005829"	"MGL_0092"
"393"	"GO:0005829"	"GO:0005829"	"MGL_0723"
"394"	"GO:0005829"	"GO:0005829"	"MGL_2217"
"395"	"GO:0005829"	"GO:0005829"	"MGL_3432"
"396"	"GO:0015935"	"GO:0015935"	"MGL_1553"
"397"	"GO:0015935"	"GO:0015935"	"MGL_1554"
"398"	"GO:0015935"	"GO:0015935"	"MGL_2944"
"399"	"GO:0005198"	"GO:0005198"	"MGL_0078"
"400"	"GO:0005198"	"GO:0005198"	"MGL_0229"
"401"	"GO:0005198"	"GO:0005198"	"MGL_0379"
"402"	"GO:0005198"	"GO:0005198"	"MGL_0387"
"403"	"GO:0005198"	"GO:0005198"	"MGL_0971"
"404"	"GO:0005198"	"GO:0005198"	"MGL_1057"
"405"	"GO:0005198"	"GO:0005198"	"MGL_1116"
"406"	"GO:0005198"	"GO:0005198"	"MGL_1202"
"407"	"GO:0005198"	"GO:0005198"	"MGL_1287"
"408"	"GO:0005198"	"GO:0005198"	"MGL_1553"
"409"	"GO:0005198"	"GO:0005198"	"MGL_1554"
"410"	"GO:0005198"	"GO:0005198"	"MGL_1741"
"411"	"GO:0005198"	"GO:0005198"	"MGL_2060"
"412"	"GO:0005198"	"GO:0005198"	"MGL_2282"
"413"	"GO:0005198"	"GO:0005198"	"MGL_2356"
"414"	"GO:0005198"	"GO:0005198"	"MGL_2572"
"415"	"GO:0005198"	"GO:0005198"	"MGL_2573"
"416"	"GO:0005198"	"GO:0005198"	"MGL_2648"
"417"	"GO:0005198"	"GO:0005198"	"MGL_2758"
"418"	"GO:0005198"	"GO:0005198"	"MGL_2944"
"419"	"GO:0005198"	"GO:0005198"	"MGL_3168"
"420"	"GO:0005198"	"GO:0005198"	"MGL_3169"
"421"	"GO:0005198"	"GO:0005198"	"MGL_3348"
"422"	"GO:0005198"	"GO:0005198"	"MGL_3432"
"423"	"GO:0005198"	"GO:0005198"	"MGL_3501"
"424"	"GO:0005198"	"GO:0005198"	"MGL_3557"
"425"	"GO:0005198"	"GO:0005198"	"MGL_4117"
"426"	"GO:0005198"	"GO:0005198"	"MGL_4215"
"427"	"GO:0005198"	"GO:0003735"	"MGL_0078"
"428"	"GO:0005198"	"GO:0003735"	"MGL_0229"
"429"	"GO:0005198"	"GO:0003735"	"MGL_0379"
"430"	"GO:0005198"	"GO:0003735"	"MGL_0387"
"431"	"GO:0005198"	"GO:0003735"	"MGL_0971"
"432"	"GO:0005198"	"GO:0003735"	"MGL_1202"
"433"	"GO:0005198"	"GO:0003735"	"MGL_1287"
"434"	"GO:0005198"	"GO:0003735"	"MGL_1553"
"435"	"GO:0005198"	"GO:0003735"	"MGL_1554"
"436"	"GO:0005198"	"GO:0003735"	"MGL_1741"
"437"	"GO:0005198"	"GO:0003735"	"MGL_2060"
"438"	"GO:0005198"	"GO:0003735"	"MGL_2242"
"439"	"GO:0005198"	"GO:0003735"	"MGL_2282"
"440"	"GO:0005198"	"GO:0003735"	"MGL_2356"
"441"	"GO:0005198"	"GO:0003735"	"MGL_2572"
"442"	"GO:0005198"	"GO:0003735"	"MGL_2573"
"443"	"GO:0005198"	"GO:0003735"	"MGL_2648"
"444"	"GO:0005198"	"GO:0003735"	"MGL_2758"
"445"	"GO:0005198"	"GO:0003735"	"MGL_2944"
"446"	"GO:0005198"	"GO:0003735"	"MGL_3168"
"447"	"GO:0005198"	"GO:0003735"	"MGL_3169"
"448"	"GO:0005198"	"GO:0003735"	"MGL_3348"
"449"	"GO:0005198"	"GO:0003735"	"MGL_3501"
"450"	"GO:0005198"	"GO:0003735"	"MGL_3557"
